Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
533629,TIJARIA,Tijaria Polypipes Ltd,02 Jan 2023,E.G.M. ,-,03 Jan 2023,09 Jan 2023,28 Dec 2022,03 Jan 2023,-
516110,FAMILYCARE,Family Care Hospitals Ltd,03 Jan 2023,Right Issue of Equity Shares ,03 Jan 2023,-,-,29 Dec 2022,03 Jan 2023,-
511218,SHRIRAMFIN,Shriram Finance Ltd,03 Jan 2023,Interim Dividend - Rs. - 15.0000,04 Jan 2023,-,-,28 Dec 2022,03 Jan 2023,-
542803,VEL,Vaxfab Enterprises Ltd,03 Jan 2023,Right Issue of Equity Shares ,03 Jan 2023,-,-,30 Dec 2022,03 Jan 2023,-
543239,GMPL,G M Polyplast Ltd,04 Jan 2023,Bonus issue 6:1,04 Jan 2023,-,-,29 Dec 2022,04 Jan 2023,-
543625,SECURCRED,SecUR Credentials Ltd,04 Jan 2023,Bonus issue 3:1,04 Jan 2023,-,-,29 Dec 2022,04 Jan 2023,-
540266,GLCL,Globe Commercials Ltd,06 Jan 2023,Bonus issue 1:1,07 Jan 2023,-,-,03 Jan 2023,06 Jan 2023,-
532705,JAGRAN,Jagran Prakashan Ltd,06 Jan 2023,Buy Back of Shares ,06 Jan 2023,-,-,02 Jan 2023,06 Jan 2023,-
539309,RAMASTEEL,Rama Steel Tubes Ltd,06 Jan 2023,Bonus issue 4:1,06 Jan 2023,-,-,02 Jan 2023,06 Jan 2023,-
500405,SPLPETRO,Supreme Petrochem Ltd,06 Jan 2023,Stock  Split From Rs.4/- to Rs.2/-,06 Jan 2023,-,-,02 Jan 2023,06 Jan 2023,-
531496,OMKAR,Omkar Overseas Ltd,09 Jan 2023,E.G.M. ,-,10 Jan 2023,16 Jan 2023,04 Jan 2023,10 Jan 2023,-
541735,VIVANTA,Vivanta Industries Ltd,09 Jan 2023,E.G.M. ,-,10 Jan 2023,17 Jan 2023,04 Jan 2023,10 Jan 2023,-
541601,RAJNISH,Rajnish Wellness Ltd,10 Jan 2023,Stock  Split From Rs.2/- to Rs.1/-,10 Jan 2023,-,-,04 Jan 2023,10 Jan 2023,-
543420,JETFREIGHT,Jet Freight Logistics Ltd,11 Jan 2023,Right Issue of Equity Shares ,11 Jan 2023,-,-,06 Jan 2023,11 Jan 2023,-
523483,PACIFICI,Pacific Industries Ltd,11 Jan 2023,Right Issue of Equity Shares ,11 Jan 2023,-,-,06 Jan 2023,11 Jan 2023,-
532553,WELENT,Welspun Enterprises Ltd,11 Jan 2023,Special Dividend - Rs. - 7.5000,11 Jan 2023,-,-,05 Jan 2023,11 Jan 2023,-
542543,ENERGYINF,Energy Infrastructure Trust,12 Jan 2023,Income Distribution (InvIT) ,14 Jan 2023,-,-,09 Jan 2023,12 Jan 2023,-
532894,INDOWIND,Indowind Energy Ltd,13 Jan 2023,Right Issue of Equity Shares ,13 Jan 2023,-,-,09 Jan 2023,13 Jan 2023,-
540366,RADIOCITY,Music Broadcast Ltd,13 Jan 2023,Scheme of Arrangement ,13 Jan 2023,-,-,09 Jan 2023,13 Jan 2023,-
532344,SOFTSOL,Softsol India Ltd,13 Jan 2023,Buy Back of Shares ,13 Jan 2023,-,-,09 Jan 2023,13 Jan 2023,-
516072,VISHNU,Vishnu Chemicals Ltd,13 Jan 2023,Stock  Split From Rs.10/- to Rs.2/-,13 Jan 2023,-,-,09 Jan 2023,13 Jan 2023,-
508867,NEWMKTADV,New Markets Advisory Ltd,16 Jan 2023,E.G.M. ,16 Jan 2023,-,-,10 Jan 2023,16 Jan 2023,-
532540,TCS,Tata Consultancy Services Ltd,16 Jan 2023,Special Dividend - Rs. - 67.0000,17 Jan 2023,-,-,10 Jan 2023,16 Jan 2023,-
532540,TCS,Tata Consultancy Services Ltd,16 Jan 2023,Interim Dividend - Rs. - 8.0000,17 Jan 2023,-,-,10 Jan 2023,16 Jan 2023,-
543210,AARTISURF,Aarti Surfactants Ltd,17 Jan 2023,Right Issue of Equity Shares ,17 Jan 2023,-,-,11 Jan 2023,17 Jan 2023,-
543364,MARKOLINES,Markolines Pavement Technologies Ltd,17 Jan 2023,Right Issue of Equity Shares ,17 Jan 2023,-,-,12 Jan 2023,17 Jan 2023,-
540269,SKL,Super Fine Knitters Ltd,17 Jan 2023,E.G.M. ,-,18 Jan 2023,24 Jan 2023,12 Jan 2023,18 Jan 2023,-
542323,KPIGREEN,KPI Green Energy Ltd,18 Jan 2023,Bonus issue 1:1,18 Jan 2023,-,-,12 Jan 2023,18 Jan 2023,-
532281,HCLTECH,HCL Technologies Ltd,19 Jan 2023,Interim Dividend - Rs. - 10.0000,20 Jan 2023,-,-,13 Jan 2023,19 Jan 2023,-
539559,DDIL,Deep Diamond India Ltd,20 Jan 2023,Stock  Split From Rs.10/- to Rs.1/-,20 Jan 2023,-,-,16 Jan 2023,20 Jan 2023,-
532467,HAZOOR,Hazoor Multi Projects Ltd-$,20 Jan 2023,Right Issue of Equity Shares ,20 Jan 2023,-,-,17 Jan 2023,20 Jan 2023,-
519552,HERITGFOOD,Heritage Foods Ltd,20 Jan 2023,Right Issue of Equity Shares ,20 Jan 2023,-,-,16 Jan 2023,20 Jan 2023,-
538928,KARNAVATI,Karnavati Finance Ltd,20 Jan 2023,E.G.M. ,-,23 Jan 2023,30 Jan 2023,17 Jan 2023,23 Jan 2023,-
543235,ANGELONE,Angel One Ltd,24 Jan 2023,Interim Dividend - Rs. - 9.6000,24 Jan 2023,-,-,18 Jan 2023,24 Jan 2023,-
543621,CARGOSOL,Cargosol Logistics Ltd,24 Jan 2023,E.G.M. ,-,26 Jan 2023,01 Feb 2023,19 Jan 2023,24 Jan 2023,-
531111,GOTHIPL,Gothi Plascon India Ltd,24 Jan 2023,Interim Dividend - Rs. - 2.0000,24 Jan 2023,-,-,18 Jan 2023,24 Jan 2023,-
523539,PRECWIRE,Precision Wires India Ltd,24 Jan 2023,E.G.M. ,24 Jan 2023,-,-,18 Jan 2023,24 Jan 2023,-
507685,WIPRO,Wipro Ltd,24 Jan 2023,Interim Dividend - Rs. - 1.0000,25 Jan 2023,-,-,18 Jan 2023,24 Jan 2023,-
517354,HAVELLS,Havells India Ltd,25 Jan 2023,Interim Dividend - Rs. - 3.0000,28 Jan 2023,-,-,20 Jan 2023,25 Jan 2023,-
532234,NATIONALUM,National Aluminium Company Ltd,25 Jan 2023,Interim Dividend - Rs. - 1.0000,27 Jan 2023,-,-,19 Jan 2023,25 Jan 2023,-
533179,PERSISTENT,Persistent Systems Ltd,25 Jan 2023,Interim Dividend - Rs. - 28.0000,27 Jan 2023,-,-,19 Jan 2023,25 Jan 2023,-
511756,ABIRAFN,Abirami Financial Services India Ltd,27 Jan 2023,Buy Back of Shares ,27 Jan 2023,-,-,20 Jan 2023,27 Jan 2023,-
543426,METROBRAND,Metro Brands Ltd,27 Jan 2023,Interim Dividend - Rs. - 2.5000,28 Jan 2023,-,-,23 Jan 2023,27 Jan 2023,-
532676,PBAINFRA,PBA Infrastructure Ltd,27 Jan 2023,E.G.M. ,-,28 Jan 2023,03 Feb 2023,23 Jan 2023,27 Jan 2023,-
500336,SURYAROSNI,Surya Roshni Ltd,27 Jan 2023,Interim Dividend - Rs. - 3.0000,27 Jan 2023,-,-,20 Jan 2023,27 Jan 2023,-
542772,360ONE,360 ONE WAM LTD,30 Jan 2023,Interim Dividend - Rs. - 17.0000,30 Jan 2023,-,-,23 Jan 2023,30 Jan 2023,-
543443,ASCENSIVE,Ascensive Educare Ltd,30 Jan 2023,E.G.M. ,-,31 Jan 2023,06 Feb 2023,24 Jan 2023,31 Jan 2023,-
526849,BANARBEADS,Banaras Beads Ltd,30 Jan 2023,Interim Dividend - Rs. - 2.0000,30 Jan 2023,-,-,23 Jan 2023,30 Jan 2023,-
539946,BAZELINTER,Bazel International Ltd,30 Jan 2023,E.G.M. ,-,31 Jan 2023,06 Feb 2023,24 Jan 2023,31 Jan 2023,-
500188,HINDZINC,Hindustan Zinc Ltd,30 Jan 2023,Interim Dividend - Rs. - 13.0000,30 Jan 2023,-,-,-,30 Jan 2023,-
543290,PGINVIT,POWERGRID Infrastructure Investment Trust,30 Jan 2023,Income Distribution (InvIT) ,30 Jan 2023,-,-,-,30 Jan 2023,-
519600,CCL,CCL Products (India) Ltd,31 Jan 2023,Interim Dividend - Rs. - 3.0000,31 Jan 2023,-,-,24 Jan 2023,31 Jan 2023,-
540565,INDIGRID,IndiGrid Infrastructure Trust,31 Jan 2023,Income Distribution (InvIT) ,31 Jan 2023,-,-,30 Jan 2023,31 Jan 2023,-
540005,LTIM,LTIMindtree Ltd,31 Jan 2023,Interim Dividend - Rs. - 20.0000,31 Jan 2023,-,-,-,31 Jan 2023,-
532078,MONIND,Monind Ltd,31 Jan 2023,E.G.M. ,-,01 Feb 2023,07 Feb 2023,25 Jan 2023,01 Feb 2023,-
532527,RKFORGE,Ramkrishna Forgings Ltd,31 Jan 2023,Interim Dividend - Rs. - 0.5000,31 Jan 2023,-,-,24 Jan 2023,31 Jan 2023,-
500550,SIEMENS,Siemens Ltd,31 Jan 2023,Final Dividend - Rs. - 10.0000,-,01 Feb 2023,14 Feb 2023,-,01 Feb 2023,-
505412,WENDT,Wendt (India) Ltd,31 Jan 2023,Interim Dividend - Rs. - 30.0000,31 Jan 2023,-,-,24 Jan 2023,31 Jan 2023,-
505036,ACGL,Automobile Corporation of Goa Ltd-$,01 Feb 2023,Interim Dividend - Rs. - 2.5000,01 Feb 2023,-,-,25 Jan 2023,01 Feb 2023,-
523367,DCMSHRIRAM,DCM Shriram Ltd,01 Feb 2023,Interim Dividend - Rs. - 5.8000,01 Feb 2023,-,-,25 Jan 2023,01 Feb 2023,-
543332,EPIGRAL,Epigral Ltd,01 Feb 2023,Interim Dividend - Rs. - 2.5000,01 Feb 2023,-,-,25 Jan 2023,01 Feb 2023,-
523704,MASTEK,Mastek Ltd,01 Feb 2023,Interim Dividend - Rs. - 7.0000,01 Feb 2023,-,-,25 Jan 2023,01 Feb 2023,-
533158,THANGAMAYL,Thangamayil Jewellery Ltd,01 Feb 2023,Interim Dividend - Rs. - 6.0000,01 Feb 2023,-,-,25 Jan 2023,01 Feb 2023,-
512553,ZENITHEXPO,Zenith Exports Ltd,01 Feb 2023,E.G.M. ,-,02 Feb 2023,08 Feb 2023,27 Jan 2023,02 Feb 2023,-
532268,ACCELYA,Accelya Solutions India Ltd,02 Feb 2023,Interim Dividend - Rs. - 35.0000,02 Feb 2023,-,-,27 Jan 2023,02 Feb 2023,-
532163,SAREGAMA,Saregama India Ltd,02 Feb 2023,Interim Dividend - Rs. - 3.0000,02 Feb 2023,-,-,27 Jan 2023,02 Feb 2023,-
524632,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,02 Feb 2023,Right Issue of Equity Shares ,02 Feb 2023,-,-,27 Jan 2023,02 Feb 2023,-
540079,SPRAYKING,Sprayking Ltd,02 Feb 2023,Right Issue of Equity Shares ,02 Feb 2023,-,-,31 Jan 2023,02 Feb 2023,-
522229,TANAA,Taneja Aerospace & Aviation Ltd-$,02 Feb 2023,Interim Dividend - Rs. - 2.0000,02 Feb 2023,-,-,27 Jan 2023,02 Feb 2023,-
532343,TVSMOTOR,TVS Motor Company Ltd,02 Feb 2023,Interim Dividend - Rs. - 5.0000,02 Feb 2023,-,-,27 Jan 2023,02 Feb 2023,-
507880,VIPIND,VIP Industries Ltd-$,02 Feb 2023,Interim Dividend - Rs. - 2.0000,02 Feb 2023,-,-,27 Jan 2023,02 Feb 2023,-
532541,COFORGE,Coforge Ltd,03 Feb 2023,Interim Dividend - Rs. - 19.0000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
522295,CONTROLPR,Control Print Ltd-$,03 Feb 2023,Interim Dividend - Rs. - 4.0000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
542602,EMBASSY,Embassy Office Parks REIT,03 Feb 2023,Income Distribution RITES  ,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
542773,IIFLCAPS,IIFL Capital Services Ltd,03 Feb 2023,Interim Dividend - Rs. - 3.0000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
517569,KEI,KEI Industries Ltd,03 Feb 2023,Interim Dividend - Rs. - 3.0000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
532892,MOTILALOFS,Motilal Oswal Financial Services Ltd,03 Feb 2023,Interim Dividend - Rs. - 7.0000,04 Feb 2023,-,-,31 Jan 2023,03 Feb 2023,-
532555,NTPC,NTPC Ltd,03 Feb 2023,Interim Dividend - Rs. - 4.2500,04 Feb 2023,-,-,31 Jan 2023,03 Feb 2023,-
540737,SGRL,Shree Ganesh Remedies Ltd,03 Feb 2023,Right Issue of Equity Shares ,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
513517,STEELCAS,Steelcast Ltd,03 Feb 2023,Interim Dividend - Rs. - 1.8000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
500420,TORNTPHARM,Torrent Pharmaceuticals Ltd,03 Feb 2023,Interim Dividend - Rs. - 14.0000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
520056,TVSHLTD,TVS Holdings Ltd,03 Feb 2023,Interim Dividend - Rs. - 59.0000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
532156,VAIBHAVGBL,Vaibhav Global Ltd,03 Feb 2023,Interim Dividend - Rs. - 1.5000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
500295,VEDL,Vedanta Ltd,03 Feb 2023,Interim Dividend - Rs. - 12.5000,04 Feb 2023,-,-,31 Jan 2023,03 Feb 2023,-
504067,ZENSARTECH,Zensar Technologies Ltd,03 Feb 2023,Interim Dividend - Rs. - 1.5000,03 Feb 2023,-,-,30 Jan 2023,03 Feb 2023,-
531344,CONCOR,Container Corporation of India Ltd,06 Feb 2023,Interim Dividend - Rs. - 4.0000,06 Feb 2023,-,-,31 Jan 2023,06 Feb 2023,-
543217,MINDSPACE,Mindspace Business Parks REIT,06 Feb 2023,Income Distribution RITES  ,06 Feb 2023,-,-,31 Jan 2023,06 Feb 2023,-
531120,PATELENG,Patel Engineering Ltd-$,06 Feb 2023,Right Issue of Equity Shares ,06 Feb 2023,-,-,01 Feb 2023,06 Feb 2023,-
503811,SIYSIL,Siyaram Silk Mills Ltd-$,06 Feb 2023,Interim Dividend - Rs. - 3.0000,06 Feb 2023,-,-,31 Jan 2023,06 Feb 2023,-
543300,SONACOMS,Sona BLW Precision Forgings Ltd,06 Feb 2023,Interim Dividend - Rs. - 1.2800,06 Feb 2023,-,-,31 Jan 2023,06 Feb 2023,-
523694,APCOTEXIND,Apcotex Industries Ltd,07 Feb 2023,Interim Dividend - Rs. - 2.0000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
517170,EDVENSWA,Edvenswa Enterprises Ltd,07 Feb 2023,Right Issue of Equity Shares ,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
532514,IGL,Indraprastha Gas Ltd,07 Feb 2023,Interim Dividend - Rs. - 3.0000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
532636,IIFL,IIFL Finance Ltd,07 Feb 2023,Interim Dividend - Rs. - 4.0000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
505283,KIRLPNU,Kirloskar Pneumatic Company Ltd,07 Feb 2023,Interim Dividend - Rs. - 2.5000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
539686,KPEL,K.P. Energy Ltd,07 Feb 2023,Interim Dividend - Rs. - 0.2500,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
543228,ROUTE,Route Mobile Ltd,07 Feb 2023,Interim Dividend - Rs. - 6.0000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
538666,SHARDACROP,Sharda Cropchem Ltd,07 Feb 2023,Interim Dividend - Rs. - 3.0000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
503806,SRF,SRF Ltd,07 Feb 2023,Interim Dividend - Rs. - 3.6000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
532349,TCI,Transport Corporation of India Ltd,07 Feb 2023,Interim Dividend - Rs. - 2.5000,07 Feb 2023,-,-,01 Feb 2023,07 Feb 2023,-
524348,AARTIDRUGS,Aarti Drugs Ltd,08 Feb 2023,Interim Dividend - Rs. - 1.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
543275,ANURAS,Anupam Rasayan India Ltd,08 Feb 2023,Interim Dividend - Rs. - 0.6000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
509675,BIRLANU,Birlanu Ltd,08 Feb 2023,Interim Dividend - Rs. - 20.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
533278,COALINDIA,Coal India Ltd,08 Feb 2023,Interim Dividend - Rs. - 5.2500,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
500233,KAJARIACER,Kajaria Ceramics Ltd,08 Feb 2023,Interim Dividend - Rs. - 6.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
533286,MOIL,Moil Ltd,08 Feb 2023,Interim Dividend - Rs. - 3.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
541347,PARVATI,Parvati Sweetners and Power Ltd,08 Feb 2023,Right Issue of Equity Shares ,08 Feb 2023,-,-,03 Feb 2023,08 Feb 2023,-
500459,PGHH,Procter & Gamble Hygiene and Health Care Ltd,08 Feb 2023,Interim Dividend - Rs. - 80.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
532898,POWERGRID,Power Grid Corporation of India Ltd,08 Feb 2023,Interim Dividend - Rs. - 5.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
543732,RADIANTCMS,Radiant Cash Management Services Ltd,08 Feb 2023,Interim Dividend - Rs. - 1.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
543265,RAILTEL,RailTel Corporation of India Ltd,08 Feb 2023,Interim Dividend - Rs. - 1.5000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
522034,SHANTIGEAR,Shanthi Gears Ltd,08 Feb 2023,Interim Dividend - Rs. - 3.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
524715,SUNPHARMA,Sun Pharmaceutical Industries Ltd,08 Feb 2023,Interim Dividend - Rs. - 7.5000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
540212,TCIEXP,TCI Express Ltd,08 Feb 2023,Interim Dividend - Rs. - 3.0000,08 Feb 2023,-,-,02 Feb 2023,08 Feb 2023,-
507815,GILLETTE,Gillette India Ltd,09 Feb 2023,Interim Dividend - Rs. - 35.0000,09 Feb 2023,-,-,03 Feb 2023,09 Feb 2023,-
542857,GREENPANEL,Greenpanel Industries Ltd,09 Feb 2023,Interim Dividend - Rs. - 1.5000,09 Feb 2023,-,-,03 Feb 2023,09 Feb 2023,-
590065,IMPAL,India Motor Parts & Accessories Ltd,09 Feb 2023,Interim Dividend - Rs. - 9.0000,09 Feb 2023,-,-,03 Feb 2023,09 Feb 2023,-
541301,ORIENTELEC,Orient Electric Ltd,09 Feb 2023,Interim Dividend - Rs. - 0.7500,09 Feb 2023,-,-,03 Feb 2023,09 Feb 2023,-
538646,QGO,QGO Finance Ltd,09 Feb 2023,Interim Dividend - Rs. - 0.1000,09 Feb 2023,-,-,03 Feb 2023,09 Feb 2023,-
532955,RECLTD,REC Ltd,09 Feb 2023,Interim Dividend - Rs. - 3.2500,09 Feb 2023,-,-,03 Feb 2023,09 Feb 2023,-
533093,ROML,Raj Oil Mills Ltd,09 Feb 2023,Right Issue of Equity Shares ,09 Feb 2023,-,-,06 Feb 2023,09 Feb 2023,-
500049,BEL,Bharat Electronics Ltd,10 Feb 2023,Interim Dividend - Rs. - 0.6000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
513375,CARBORUNIV,Carborundum Universal Ltd,10 Feb 2023,Interim Dividend - Rs. - 1.5000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
534804,CARERATING,CARE Ratings Ltd,10 Feb 2023,Interim Dividend - Rs. - 10.0000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,10 Feb 2023,Interim Dividend - Rs. - 1.3000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
543318,CLEAN,Clean Science and Technology Ltd,10 Feb 2023,Interim Dividend - Rs. - 2.0000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
542668,EVANS,Evans Electric Ltd,10 Feb 2023,Bonus issue 1:1,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
500620,GESHIP,Great Eastern Shipping Company Ltd,10 Feb 2023,Interim Dividend - Rs. - 7.2000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
533761,GPTINFRA,GPT Infraprojects Ltd,10 Feb 2023,Interim Dividend - Rs. - 1.0000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
540526,IRBINVIT,IRB InvIT Fund,10 Feb 2023,Income Distribution (InvIT) ,11 Feb 2023,-,-,07 Feb 2023,10 Feb 2023,-
543271,JUBLINGREA,Jubilant Ingrevia Ltd,10 Feb 2023,Interim Dividend - Rs. - 2.5000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
542651,KPITTECH,KPIT Technologies Ltd,10 Feb 2023,Interim Dividend - Rs. - 1.4500,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
540749,MASFIN,MAS Financial Services Ltd,10 Feb 2023,Interim Dividend - Rs. - 1.8000,11 Feb 2023,-,-,07 Feb 2023,10 Feb 2023,-
524709,NACLIND,NACL Industries Ltd,10 Feb 2023,Interim Dividend - Rs. - 0.1500,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
535754,ORIENTCEM,Orient Cement Ltd,10 Feb 2023,Interim Dividend - Rs. - 0.5000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
506590,PCBL,PCBL Chemical Ltd,10 Feb 2023,Interim Dividend - Rs. - 5.5000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
500143,PHCAP,PH Capital Ltd,10 Feb 2023,Dividend - Rs. - 0.2500,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
539221,SPORTKING,Sportking India Ltd,10 Feb 2023,Buy Back of Shares ,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
540145,VALIANTORG,Valiant Organics Ltd,10 Feb 2023,Interim Dividend - Rs. - 1.0000,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
543241,VGIL,Veer Global Infraconstruction Ltd,10 Feb 2023,Right Issue of Equity Shares ,10 Feb 2023,-,-,09 Feb 2023,10 Feb 2023,-
539118,VRLLOG,VRL Logistics Ltd,10 Feb 2023,Buy Back of Shares ,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-
531162,EMAMILTD,Emami Ltd-$,13 Feb 2023,Interim Dividend - Rs. - 4.0000,13 Feb 2023,-,-,07 Feb 2023,13 Feb 2023,-
532178,ENGINERSIN,Engineers India Ltd,13 Feb 2023,Interim Dividend - Rs. - 2.0000,13 Feb 2023,-,-,07 Feb 2023,13 Feb 2023,-
500126,PGHL,Procter & Gamble Health Ltd,13 Feb 2023,Interim Dividend - Rs. - 45.0000,13 Feb 2023,-,-,07 Feb 2023,13 Feb 2023,-
532733,SUNTV,Sun TV Network Ltd,13 Feb 2023,Interim Dividend - Rs. - 3.7500,13 Feb 2023,-,-,07 Feb 2023,13 Feb 2023,-
532515,TVTODAY,TV Today Network Ltd,13 Feb 2023,Special Dividend - Rs. - 67.0000,13 Feb 2023,-,-,07 Feb 2023,13 Feb 2023,-
532553,WELENT,Welspun Enterprises Ltd,13 Feb 2023,Buy Back of Shares ,13 Feb 2023,-,-,07 Feb 2023,13 Feb 2023,-
543489,GATEWAY,Gateway Distriparks Ltd,14 Feb 2023,Interim Dividend - Rs. - 0.7500,14 Feb 2023,-,-,08 Feb 2023,14 Feb 2023,-
524735,HIKAL,Hikal Ltd,14 Feb 2023,Interim Dividend - Rs. - 0.6000,14 Feb 2023,-,-,08 Feb 2023,14 Feb 2023,-
532889,KPRMILL,K.P.R. Mill Limited,14 Feb 2023,Interim Dividend - Rs. - 2.0000,14 Feb 2023,-,-,08 Feb 2023,14 Feb 2023,-
539957,MGL,Mahanagar Gas Ltd,14 Feb 2023,Interim Dividend - Rs. - 10.0000,14 Feb 2023,-,-,08 Feb 2023,14 Feb 2023,-
590073,WHEELS,Wheels India Ltd,14 Feb 2023,Interim Dividend - Rs. - 3.0000,14 Feb 2023,-,-,08 Feb 2023,14 Feb 2023,-
532404,7TEC,Saven Technologies Ltd,15 Feb 2023,Interim Dividend - Rs. - 1.0000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
524208,AARTIIND,Aarti Industries Ltd,15 Feb 2023,Interim Dividend - Rs. - 1.0000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
543261,BIRET ,Brookfield India Real Estate Trust REIT,15 Feb 2023,Income Distribution RITES  ,15 Feb 2023,-,-,15 Feb 2023,15 Feb 2023,-
543232,CAMS,Computer Age Management Services Ltd,15 Feb 2023,Interim Dividend - Rs. - 10.5000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
500097,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,15 Feb 2023,Interim Dividend - Rs. - 3.0000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
500875,ITC,ITC Ltd,15 Feb 2023,Interim Dividend - Rs. - 6.0000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
531213,MANAPPURAM,Manappuram Finance Ltd,15 Feb 2023,Interim Dividend - Rs. - 0.7500,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
513532,PRADPME,Pradeep Metals Ltd,15 Feb 2023,Interim Dividend - Rs. - 1.0000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
532841,SAHYADRI,Sahyadri Industries Ltd,15 Feb 2023,Interim Dividend - Rs. - 2.5000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
540738,STL,Shreeji Translogistics Ltd,15 Feb 2023,Stock  Split From Rs.10/- to Rs.2/-,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
540762,TIINDIA,Tube Investments of India Ltd,15 Feb 2023,Interim Dividend - Rs. - 2.0000,15 Feb 2023,-,-,09 Feb 2023,15 Feb 2023,-
500085,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,16 Feb 2023,Interim Dividend - Rs. - 4.5000,16 Feb 2023,-,-,10 Feb 2023,16 Feb 2023,-
532906,MAANALU,Maan Aluminium Ltd,16 Feb 2023,Interim Dividend - Rs. - 1.0000,16 Feb 2023,-,-,10 Feb 2023,16 Feb 2023,-
543385,NHIT,National Highways Infra Trust,16 Feb 2023,Income Distribution (InvIT) ,16 Feb 2023,-,-,16 Feb 2023,16 Feb 2023,-
526981,SHBAJRG,Shri Bajrang Alliance Ltd,16 Feb 2023,E.G.M. ,-,17 Feb 2023,23 Feb 2023,13 Feb 2023,17 Feb 2023,-
500387,SHREECEM,Shree Cement Ltd,16 Feb 2023,Interim Dividend - Rs. - 45.0000,16 Feb 2023,-,-,10 Feb 2023,16 Feb 2023,-
539523,ALKEM,Alkem Laboratories Ltd,17 Feb 2023,Special Dividend - Rs. - 25.0000,18 Feb 2023,-,-,14 Feb 2023,17 Feb 2023,-
